,commit_count,lines,value,added_lines_py,deleted_lines_py,added_functions,added_classes,added_comment,added_code_lines,deleted_code_lines,var_names_style_stat,fun_names_style_stat,class_names_style_stat,var_names_style_stat_deduced,fun_names_style_stat_deduced,class_names_style_stat_deduced,var_names_style_freq,fun_names_style_freq,class_names_style_freq,comment_to_code_ratio,pure_comment_lines,inline_comments,commented_code_ratio,inline_commented_ratio
True,1041,0.0,6937.150000000001,64069,49553,264,150,5267,59130,47099.0,"[882, 7, 68, 23, 2125, 2, 2577, 52]","[0, 0, 1, 0, 249, 0, 9, 5]","[0, 0, 144, 5, 0, 0, 0, 1]","[882, 7, 68, 23, 4702, 2, 0, 52]","[0, 0, 1, 0, 258, 0, 0, 5]","[0, 0, 144, 5, 0, 0, 0, 1]","[0.15376569037656904, 0.0012203626220362621, 0.011854951185495118, 0.00400976290097629, 0.8197350069735007, 0.0003486750348675035, 0.00906555090655509]","[0.0, 0.0, 0.003787878787878788, 0.0, 0.9772727272727273, 0.0, 0.01893939393939394]","[0.0, 0.0, 0.96, 0.03333333333333333, 0.0, 0.0, 0.006666666666666667]",0.08907491966852697,4939,328,0.005547099611026552,0.06227453958610214
