,commit_count,lines,value,added_lines_py,deleted_lines_py,added_functions,added_classes,added_comment,added_code_lines,deleted_code_lines,var_names_style_stat,fun_names_style_stat,class_names_style_stat,var_names_style_stat_deduced,fun_names_style_stat_deduced,class_names_style_stat_deduced,var_names_style_freq,fun_names_style_freq,class_names_style_freq,comment_to_code_ratio,pure_comment_lines,inline_comments,commented_code_ratio,inline_commented_ratio
True,6641,0.0,8022.64,76404,37928,203,108,12453,72035,36080.0,"[708, 1, 91, 124, 1140, 5, 2392, 271]","[0, 0, 0, 0, 175, 0, 24, 4]","[0, 0, 92, 4, 8, 2, 0, 2]","[708, 1, 91, 124, 3532, 5, 0, 271]","[0, 0, 0, 0, 199, 0, 0, 4]","[0, 0, 92, 4, 8, 2, 0, 2]","[0.1496196111580727, 0.00021132713440405747, 0.019230769230769232, 0.026204564666103127, 0.746407438715131, 0.0010566356720202875, 0.05726965342349958]","[0.0, 0.0, 0.0, 0.0, 0.9802955665024631, 0.0, 0.019704433497536946]","[0.0, 0.0, 0.8518518518518519, 0.037037037037037035, 0.07407407407407407, 0.018518518518518517, 0.018518518518518517]",0.1728742972166308,4369,8084,0.11222322482126744,0.6491608447763592
