,commit_count,lines,value,added_lines_py,deleted_lines_py,added_functions,added_classes,added_comment,added_code_lines,deleted_code_lines,var_names_style_stat,fun_names_style_stat,class_names_style_stat,var_names_style_stat_deduced,fun_names_style_stat_deduced,class_names_style_stat_deduced,var_names_style_freq,fun_names_style_freq,class_names_style_freq,comment_to_code_ratio,pure_comment_lines,inline_comments,commented_code_ratio,inline_commented_ratio
True,1176,0.0,7930.010000000001,74435,46656,765,50,1954,73614,46065.0,"[299, 0, 1, 13, 1244, 0, 2852, 0]","[0, 0, 0, 0, 717, 0, 47, 1]","[0, 0, 50, 0, 0, 0, 0, 0]","[299, 0, 1, 13, 4096, 0, 0, 0]","[0, 0, 0, 0, 764, 0, 0, 1]","[0, 0, 50, 0, 0, 0, 0, 0]","[0.06781583125425267, 0.0, 0.00022680880018144704, 0.0029485144023588114, 0.9290088455432071, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.9986928104575163, 0.0, 0.00130718954248366]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.02654386393892466,821,1133,0.015391094085364198,0.5798362333674514
